API/UWI,Well Count,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Survey,Entity ID,EUR Calc Date,EUR Oil (BE),EUR Oil Delta (BE),EUR Oil Delta Percent (BE),EUR Gas (BE),EUR Gas Delta (BE),EUR Gas Delta Percent (BE),Oil RRR (BE),Gas RRR (BE),EUR Oil (Full),EUR Gas (Full),Oil RRR (Full),Operator (Reported),Gas RRR (Full),Last 12 Oil,Last 12 Gas,Last 12 Water,First Inj Date,Last Inj Date,Last Inj Gas  (MCF),Last Inj Water (BBL),Last Inj Other (BBL),Cum Inj Gas (MCF),Cum Inj Water (BBL),Cum Inj Other (BBL),Last Inj Product Types,Inj Product Types,Last Inj Pressure (PSI),EUR Oil Months (BE),EUR Oil Proxy (Y/N),EUR Oil B-Factor (BE),EUR Gas Months (BE),EUR Gas Proxy (Y/N),EUR Gas B-Factor (BE),EUR Oil Months (Full),EUR Oil B-Factor (Full),EUR Gas Months (Full),EUR Gas B-Factor (Full),Other No.,Total MMbbl,Total BCF
42103013880000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",555W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3500.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3234.0,3316.0,,,1967-11-22,,,,01224,82.0,,DUNE,TX,8,PERMIAN BASIN,23.0,USA,,,31.5559813,1192.0,-102.4639218,B25,,P-440,PSL,124414881,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,891.0,,,5474445.0,,SALT WATER,SALT WATER,650.0,,False,,,False,,,,,,0,,
42103013760000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",543W,CRANE (TX),,OTHER INJ,TA,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3252.0,3540.0,,,1967-08-23,,,,01224,288.0,,DUNE,TX,8,PERMIAN BASIN,6.0,USA,,,31.5643705,1169.0,-102.4446881,B24,,P-440,PSL,124414877,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2016-06-01,,6525.0,,,1517025.0,,SALT WATER,SALT WATER,100.0,,False,,,False,,,,,,0,,
42103013750000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",542W,CRANE (TX),MCELROY,SW INJ,TA,V,3560.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3158.0,3516.0,,,1967-11-28,,,,01224,358.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.5408983,1194.0,-102.4465265,B25,,P-440,PSL,124414876,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2020-09-01,,776.0,,,1931568.0,,SALT WATER,SALT WATER,148.0,,False,,,False,,,,,,0,,
42103013720000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",538W,CRANE (TX),SAN ANDRES,OTHER INJ,TA,V,3525.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3208.0,3258.0,,,1970-07-09,,,,01224,50.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.5423988,1194.0,-102.4553088,B25,,P-440,PSL,124414873,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2015-06-01,,3303.0,,,2680351.0,,SALT WATER,SALT WATER,1080.0,,False,,,False,,,,,,0,,
42103013710000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",537W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3530.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3186.0,3276.0,,,1967-10-18,,,,01224,90.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.546092,1194.0,-102.4564137,B25,,P-440,PSL,124414872,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,4587.0,,,4257014.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103015280000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",517W,CRANE (TX),,OTHER INJ,TA,V,3500.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3152.0,3495.0,,,1971-05-07,,,,01224,343.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.53655,1194.0,-102.4490539,B25,,P-440,PSL,124414869,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-03-01,2019-07-01,,3146.0,,,2877441.0,,SALT WATER,SALT WATER,400.0,,False,,,False,,,,,,0,,
42103015260000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",512W,CRANE (TX),SAN ANDRES,OTHER INJ,TA,V,3500.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3162.0,3446.0,,,1967-10-20,,,,01224,284.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.5436294,1194.0,-102.4516201,B25,,P-440,PSL,124414867,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2020-05-01,,3025.0,,,1890684.0,,SALT WATER,SALT WATER,950.0,,False,,,False,,,,,,0,,
42103013460000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",504W,CRANE (TX),MCKELROY,SW INJ,TA,V,3410.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3165.0,3394.0,,,1967-10-19,,,,01224,229.0,,DUNE,TX,8,PERMIAN BASIN,25.0,USA,,,31.5391839,1194.0,-102.4542869,B25,,P-440,PSL,124414862,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-01-01,,50.0,,,2897262.0,,SALT WATER,SALT WATER,150.0,,False,,,False,,,,,,0,,
42103013380000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",495W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3475.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3196.0,3288.0,,,1969-10-02,,,,01224,92.0,,DUNE,TX,8,PERMIAN BASIN,23.0,USA,,,31.553906,1192.0,-102.4722556,B25,,P-440,PSL,124414859,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,5616.0,,,1903069.0,,SALT WATER,SALT WATER,600.0,,False,,,False,,,,,,0,,
42103013150000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",471W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3550.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3230.0,3322.0,,,1967-11-22,,,,01224,92.0,,DUNE,TX,8,PERMIAN BASIN,26.0,USA,,,31.541606,1195.0,-102.4592883,B25,,P-440,PSL,124414851,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-03-01,2021-06-01,,5497.0,,,4357491.0,,SALT WATER,SALT WATER,600.0,,False,,,False,,,,,,0,,
42103012760000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",432W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3550.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3186.0,3506.0,,,1967-11-11,,,,01224,320.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5498554,1193.0,-102.4575893,B25,,P-440,PSL,124414843,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,2278.0,,,2507630.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103012750000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",431W,CRANE (TX),,SWD,ACTIVE INJ,V,3525.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3186.0,3344.0,,,1967-11-24,,,,01224,158.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5535575,1193.0,-102.4587956,B25,,P-440,PSL,124414842,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,2035.0,,,2436623.0,,SALT WATER,SALT WATER,680.0,,False,,,False,,,,,,0,,
42103012720000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",428W,CRANE (TX),SAN ANDRES,OTHER INJ,P & A,V,3575.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3328.0,3434.0,,,1970-05-08,,,,01224,106.0,,DUNE,TX,8,PERMIAN BASIN,5.0,USA,,,31.5760403,1168.0,-102.4327989,B24,,P-440,PSL,124414841,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2018-12-01,,2670.0,,,4273662.0,,SALT WATER,SALT WATER,,,False,,,False,,,,,,0,,
42103015130000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",377W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3570.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3570.0,,,1967-11-27,,,,01224,570.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5606209,1193.0,-102.4608562,B25,,P-440,PSL,124414832,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,2597.0,,,2249020.0,,SALT WATER,SALT WATER,600.0,,False,,,False,,,,,,0,,
42103012130000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",359W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3625.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3242.0,3316.0,,,1967-10-25,,,,01224,74.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5625848,1193.0,-102.4529858,B25,,P-440,PSL,124414828,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,4816.0,,,1830916.0,,SALT WATER,SALT WATER,750.0,,False,,,False,,,,,,0,,
42103012010000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",344W,CRANE (TX),SAN ANDRES,SW INJ,TA,V,3625.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3319.0,3554.0,,,1969-08-23,,,,01224,235.0,,DUNE,TX,8,PERMIAN BASIN,12.0,USA,,,31.5866518,1181.0,-102.4539893,B25,,P-440,PSL,124414826,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2020-09-01,,1024.0,,,3067901.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103011950000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",338W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3650.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3650.0,,,1969-06-05,,,,01224,450.0,,DUNE,TX,8,PERMIAN BASIN,13.0,USA,,,31.576415,1182.0,-102.4573008,B25,,P-440,PSL,124414823,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-03-01,2021-06-01,,17269.0,,,4501346.0,,SALT WATER,SALT WATER,600.0,,False,,,False,,,,,,0,,
42103011740000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",317W,CRANE (TX),SAN ANDRES,SW INJ,TA,V,3800.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3342.0,3456.0,,,1965-09-09,,,,01224,114.0,,DUNE,TX,8,PERMIAN BASIN,6.0,USA,,,31.5659663,1169.0,-102.4299007,B24,,P-440,PSL,124414821,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-03-01,2021-05-01,,100.0,,,632689.0,,SALT WATER,SALT WATER,750.0,,False,,,False,,,,,,0,,
42103011630000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",306W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,3600.0,,,1967-11-27,,,,01224,500.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.558461,1193.0,-102.4555583,B25,,P-440,PSL,124414819,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,114.0,,,1318505.0,,SALT WATER,SALT WATER,750.0,,False,,,False,,,,,,0,,
42103011610000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",304W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3625.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3272.0,3388.0,,,1967-10-30,,,,01224,116.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5599746,1193.0,-102.4478357,B25,,P-440,PSL,124414817,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,7259.0,,,1129990.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103011540000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",297W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3700.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3234.0,3594.0,,,1967-11-11,,,,01224,360.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.552773,1193.0,-102.4455729,B25,,P-440,PSL,124414816,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,1383.0,,,2098713.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103011520000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",295W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3218.0,3287.0,,,1967-11-28,,,,01224,69.0,,DUNE,TX,8,PERMIAN BASIN,24.0,USA,,,31.5508414,1193.0,-102.4536605,B25,,P-440,PSL,124414815,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,2621.0,,,2705104.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103011320000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",275W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3550.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3262.0,3511.0,,,1966-10-25,,,,01224,249.0,,DUNE,TX,8,PERMIAN BASIN,11.0,USA,,,31.5558426,1171.0,-102.4221985,B24,,P-440,PSL,124414813,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-03-01,2021-06-01,,6585.0,,,3825947.0,,SALT WATER,SALT WATER,250.0,,False,,,False,,,,,,0,,
42103011150000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",258W,CRANE (TX),SAN ANDRES,SW INJ,ACTIVE INJ,V,3600.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3481.0,3580.0,,,1966-10-13,,,,01224,99.0,,DUNE,TX,8,PERMIAN BASIN,11.0,USA,,,31.5510471,1171.0,-102.4114606,B24,,P-440,PSL,124414810,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,3341.0,,,1231385.0,,SALT WATER,SALT WATER,700.0,,False,,,False,,,,,,0,,
42103009540000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N.",149W,CRANE (TX),,SW INJ,ACTIVE INJ,V,3380.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,3220.0,3380.0,,,1965-09-30,,,,01224,160.0,,DUNE,TX,8,PERMIAN BASIN,6.0,USA,,,31.558504,1169.0,-102.4273867,B24,,P-440,PSL,124414806,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2021-06-01,,9011.0,,,3041888.0,,SALT WATER,SALT WATER,750.0,,False,,,False,,,,,,0,,
42103057280000,1,"BLACKBEARD OPERATING, LLC",WADDELL,1D,CRANE (TX),SAN ANDRES,OTHER INJ,TA,V,7986.0,,,,,,,,,,,,,,,,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,,,,,,,,,,,,,,,,,,,,,,,,,,2963.0,3062.0,,,1962-12-08,,,,17168,99.0,,DELL,TX,8,PERMIAN BASIN,15.0,USA,,,31.394269,157.0,-102.7491236,4,,P-440,H&TC RR CO,124414635,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,,,,1984-01-01,2020-06-01,,11935.0,,,2968220.0,,SALT WATER,SALT WATER,250.0,,False,,,False,,,,,,0,,
42103018350000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N. ETAL",367,CRANE (TX),JUDKINS,GAS,ACTIVE,V,5655.0,1955-02-03,2008-10-01,2021-10-01,147.0,568410.0,143.0,180.0,0.0,,5480.0,56851.0,94915.0,,,6020.0,0.0,CENTRAL BASIN PLATFORM,43264.0,7211.0,4327.0,CENTRAL BASIN PLATFORM,0.0,48.0,287.0,287200.0,548.0,,38664.0,2021-05-23,3866.0,40.0,400.0,,290127.778,3157830.0,3.447,0.0,0.0,9088.0,3.0,101.0,1.0,1515.0,3.0,9.0,3.0,2519.0,2798.0,0.97,,2008-09-08,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,246025,279.0,,SAND HILLS,TX,8,PERMIAN BASIN,17.0,USA,,,31.3906773,146.0,-102.618289,3,,P-440,H&TC RR CO,124380038,2021-12-21,180.0,0.0,0.0,639247.69,0.0,0.0,0.0,70837.7,180.0,680144.56,0.0,"BLACKBEARD OPERATING, LLC",111734.55,180.0,52223.0,5222.0,,,,,,,,,,,,443.0,True,1.51,443.0,False,0.1,443.0,1.51,443.0,0.22,3803,0.00018,0.56841
42103019500000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W.N. ETAL",494,CRANE (TX),WOJCIK-MCELROY,GAS,ACTIVE,V,3535.0,2007-10-16,2007-10-01,2021-10-01,167.0,1027857.0,102.0,559.0,,,2785.0,5061.0,171868.0,,7.0,56.0,7.0,CENTRAL BASIN PLATFORM,83156.0,13866.0,225.0,CENTRAL BASIN PLATFORM,0.0,104.0,624.0,624267.0,19.0,,46376.0,2020-09-30,589.0,80.0,250.0,,,1838740.0,,0.0,0.0,18728.0,2.0,65.0,46.0,3121.0,2.0,19.0,2.0,2596.0,2692.0,1.32,,2017-05-22,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,245581,96.0,,SAND HILLS,TX,8,PERMIAN BASIN,22.0,USA,,,31.5235485,1269.0,-102.5889832,B26,,P-440,PSL,124375377,2021-12-21,559.0,0.0,0.0,1558343.13,0.0,0.0,0.0,530486.13,559.0,1558343.13,0.0,"BLACKBEARD OPERATING, LLC",530486.13,,37214.0,254.0,,,,,,,,,,,,431.0,True,1.51,431.0,False,1.41,431.0,1.51,431.0,1.41,4405,0.000559,1.027857
42103100600000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W. N. ETAL",849,CRANE (TX),WOJCIK-MCELROY,GAS,ACTIVE,V,3720.0,2008-02-12,2008-02-01,2021-10-01,165.0,175893.0,15.0,142.0,,,428.0,2257.0,29457.0,,,54.0,0.0,CENTRAL BASIN PLATFORM,18565.0,3094.0,239.0,CENTRAL BASIN PLATFORM,0.0,19.0,113.0,112548.0,5.0,112.0,5882.0,2009-07-16,76.0,120.0,599.0,,,1238680.0,,0.0,0.0,4429.0,9.0,25.0,4.0,738.0,9.0,4.0,9.0,2349.0,2510.0,0.66,,2008-04-02,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,244883,161.0,,SAND HILLS,TX,8,PERMIAN BASIN,21.0,USA,,,31.5212791,1268.0,-102.597343,B26,,P-440,PSL,124363025,2021-12-21,142.0,0.0,0.0,242311.58,0.0,0.0,0.0,66418.57,142.0,246862.69,0.0,"BLACKBEARD OPERATING, LLC",70969.69,,5345.0,68.0,,,,,,,,,,,,435.0,True,1.51,435.0,False,2.0,435.0,1.51,435.0,1.17,0,0.000142,0.175893
42103355750000,1,"BLACKBEARD OPERATING, LLC","MCKNIGHT, M. B. C",13,CRANE (TX),WOLFCAMP,OIL,INACTIVE,V,6185.0,2008-07-31,2008-09-01,2008-11-01,3.0,20045.0,,325.0,,105.0,7794.0,557.0,3666.0,,93.0,3379.0,,CENTRAL BASIN PLATFORM,,,,CENTRAL BASIN PLATFORM,4.0,52.0,286.0,310774.0,180.0,,,2021-02-01,,,,69860.0,61676.923,61680.0,16.214,14.3,13.5,8872.0,2.0,127.0,2.0,1606.0,2.0,10.0,2.0,5796.0,5968.0,,33.0,2008-09-24,1.0,TARGA MIDSTREAM SERVICES LLC,"PLAINS MARKETING, L.P.",38913,172.0,,SAND HILLS,TX,8,PERMIAN BASIN,10.0,USA,,,31.537435,1114.0,-102.664084,B21,,P-440,PSL,124305894,,,,,,,,,,,,,"BLACKBEARD OPERATING, LLC",,325.0,20045.0,557.0,,,,,,,,,,,,,,,,,,,,,,0,0.000325,0.020045
42103305590000,1,"BLACKBEARD OPERATING, LLC","WADDELL,W.N.,ETAL",1058,CRANE (TX),WOJCIK-MCELROY,GAS,ACTIVE,V,3470.0,2008-03-11,2008-03-01,2021-10-01,143.0,199916.0,28.0,989.0,,,796.0,21117.0,34308.0,,917.0,2618.0,917.0,CENTRAL BASIN PLATFORM,18849.0,4058.0,349.0,CENTRAL BASIN PLATFORM,0.0,22.0,131.0,131000.0,796.0,,7343.0,2020-12-23,7343.0,35.0,300.0,,,202140.0,,0.0,0.0,3930.0,2.0,917.0,1.0,1353.0,1.0,8.0,1.0,2274.0,2415.0,0.92,,2008-03-19,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,242192,141.0,,SAND HILLS,TX,8,PERMIAN BASIN,28.0,USA,,,31.510754,1271.0,-102.6021657,B26,,P-440,PSL,124305452,2021-12-21,989.0,0.0,0.0,273890.38,0.0,0.0,0.0,73974.38,989.0,320040.63,0.0,"BLACKBEARD OPERATING, LLC",120124.63,,10100.0,10100.0,,,,,,,,,,,,436.0,True,1.51,436.0,False,2.0,436.0,1.51,436.0,1.69,2572,0.000989,0.199916
42103342490000,1,"BLACKBEARD OPERATING, LLC","WADDELL, W.N.,ETAL",1433,CRANE (TX),WOJCIK-MCELROY,GAS,INACTIVE,V,4958.0,1994-02-04,2008-06-01,2016-07-01,95.0,57541.0,,915.0,,,23.0,12915.0,10505.0,,,1130.0,220.0,CENTRAL BASIN PLATFORM,3990.0,885.0,228.0,CENTRAL BASIN PLATFORM,0.0,3.0,20.0,20032.0,1.0,,5813.0,2016-07-01,323.0,0.0,0.0,,,62890.0,,0.0,0.0,1136.0,14.0,115.0,2.0,224.0,29.0,1.0,29.0,2500.0,2580.0,0.66,,2016-10-06,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,242153,80.0,,SAND HILLS,TX,8,PERMIAN BASIN,16.0,USA,,,31.5285334,1263.0,-102.6098136,B26,,P-440,PSL,124305451,,915.0,,,57541.0,,,,,915.0,57541.0,,"BLACKBEARD OPERATING, LLC",,,3568.0,199.0,,,,,,,,,,,,,False,,,False,,,,,,4590,0.000915,0.057541
42103018240000,1,"BLACKBEARD OPERATING, LLC","WADDELL,W.N.,ETAL",356,CRANE (TX),JUDKINS,GAS,ACTIVE,V,5645.0,2008-06-23,2008-07-01,2021-10-01,152.0,672971.0,87.0,1504.0,,,3219.0,14576.0,113666.0,,34.0,8613.0,221.0,CENTRAL BASIN PLATFORM,57291.0,9770.0,521.0,CENTRAL BASIN PLATFORM,2.0,65.0,381.0,391613.0,80.0,20.0,38250.0,2016-05-13,956.0,40.0,50.0,218810.0,,447450.0,,4.6,0.0,11816.0,2.0,54.0,2.0,2023.0,2.0,12.0,2.0,2497.0,2685.0,0.77,34.1,2016-03-17,1.0,"DCP OPERATING COMPANY, LP",EASTEX CRUDE COMPANY,242262,188.0,,SAND HILLS,TX,8,PERMIAN BASIN,18.0,USA,,,31.3949875,1234.0,-102.6252313,3,,P-440,H&TC RR CO,124305450,2021-12-21,4958.55,0.0,0.0,948725.88,0.0,0.0,3454.55,275754.84,4958.55,1063840.38,3454.55,"BLACKBEARD OPERATING, LLC",390869.38,,31775.0,795.0,,,,,,,,,,,,440.0,False,2.0,440.0,False,2.0,440.0,2.0,440.0,2.0,0,0.001504,0.672971
